pitcher,team,pitch_type,rawmean,n,stuff_mean
"Painter, Andrew",PHI,FF,-0.003944470306085254,380,94.3
"Painter, Andrew",PHI,FS,0.0031629216137378357,164,101.8
"Painter, Andrew",PHI,SI,-0.007390648476810248,121,91.9
"Painter, Andrew",PHI,SL,0.007695319736807572,243,106.7
"Painter, Andrew",PHI,ST,0.009904866601792128,133,104.6
"Palencia, Daniel",CHC,FF,0.005843373445940121,189,110.6
"Palencia, Daniel",CHC,FS,0.002884027475778971,18,100.4
"Palencia, Daniel",CHC,SI,0.007486286987033155,9,101.8
"Palencia, Daniel",CHC,SL,0.0024705811376581352,73,98.3
"Pallante, Andre",STL,CU,-0.001572647642851665,262,92.9
"Pallante, Andre",STL,FF,-0.001397463910861134,442,99.1
"Pallante, Andre",STL,FS,-0.010643550609529484,40,93.7
"Pallante, Andre",STL,SI,-0.0038106540768642278,269,95.6
"Pallante, Andre",STL,SL,0.005741940005762394,433,103.6
"Pallette, Peyton",CLE,CH,-0.005008185049518943,6,99.4
"Pallette, Peyton",CLE,CU,-0.002037413495171042,106,94.3
"Pallette, Peyton",CLE,FF,-0.00027638123416000657,231,101.1
"Pallette, Peyton",CLE,SL,0.004071151970915386,99,100.0
"Palmquist, Carson",WSH,FC,-0.011214098961896856,11,97.3
"Palmquist, Carson",WSH,FF,0.002444659735457125,11,100.8
"Palmquist, Carson",WSH,SI,-0.0024074533929878445,37,99.3
"Palmquist, Carson",WSH,ST,-0.0004971912441154321,15,97.7
"Paredes, Mike",MIN,CH,-0.0035160799420419758,86,96.5
"Paredes, Mike",MIN,FC,-0.0020142319473153395,63,98.8
"Paredes, Mike",MIN,FF,-0.0008089082152825237,150,100.2
"Paredes, Mike",MIN,ST,0.011125135118713787,81,105.0
"Parker, Mitchell",WSH,CU,0.0012554207585584733,103,98.7
"Parker, Mitchell",WSH,FF,-0.003492481511237411,226,95.8
"Parker, Mitchell",WSH,FS,-0.015487994533032179,4,98.8
"Parker, Mitchell",WSH,SL,0.0040468756554219,330,100.0
"Patrick, Chad",MIL,CH,-0.01620295154862106,4,98.8
"Patrick, Chad",MIL,FC,-0.002385311887972031,453,96.7
"Patrick, Chad",MIL,FF,-0.004225646392431813,264,94.3
"Patrick, Chad",MIL,SI,-0.001963015400178847,232,99.0
"Patrick, Chad",MIL,SL,-0.012249725214509831,111,77.6
"Payamps, Joel",ATL,CH,-0.013002637424506247,4,99.1
"Payamps, Joel",ATL,FC,-0.0037774222437292337,1,99.9
"Payamps, Joel",ATL,FF,-0.0019531009583583763,62,99.1
"Payamps, Joel",ATL,SI,-0.0022854774544005824,15,99.7
"Payamps, Joel",ATL,ST,0.002757015827017418,69,96.1
"Pearson, Nate",HOU,CH,-0.009407091129105538,8,98.7
"Pearson, Nate",HOU,CU,-9.5973855827146e-05,36,98.4
"Pearson, Nate",HOU,FF,0.002541691384507313,124,104.6
"Pearson, Nate",HOU,SI,0.002508665579625813,24,101.8
"Pearson, Nate",HOU,SL,0.008971282269409303,105,106.6
"Peguero, Joel",SFG,FF,0.006802094276356176,73,107.8
"Peguero, Joel",SFG,SI,0.006237600198865198,57,106.8
"Peguero, Joel",SFG,SL,0.00851925228534338,39,103.3
"Peralta, Freddy",NYM,CH,0.000682159370612075,383,99.9
"Peralta, Freddy",NYM,CU,-0.0024379522634220625,173,92.4
"Peralta, Freddy",NYM,FF,0.0023784587738938452,901,107.1
"Peralta, Freddy",NYM,SL,0.00035903666250336664,177,93.8
"Peralta, Freddy",NYM,ST,0.009217670140060363,64,102.5
"Peralta, Sammy",COL,CH,-0.011093669001840882,9,98.3
"Peralta, Sammy",COL,FF,-0.015393562614917755,4,98.7
"Peralta, Sammy",COL,SI,-0.007731906637577356,19,97.5
"Peralta, Sammy",COL,ST,0.0006868189495221219,17,97.9
"Peralta, Wandy",SDP,CH,0.0031987038649982365,241,103.1
"Peralta, Wandy",SDP,FC,-0.0007206337324502977,122,100.2
"Peralta, Wandy",SDP,FF,-0.0076552504400650735,72,93.3
"Peralta, Wandy",SDP,SI,-0.0016422826609833953,260,99.5
"Perkins, Jack",ATH,CH,0.004120915452949703,135,103.5
"Perkins, Jack",ATH,CU,0.005362952168070478,12,100.8
"Perkins, Jack",ATH,FC,-0.0036886619242047355,87,96.6
"Perkins, Jack",ATH,FF,-0.0021790766929154328,315,97.8
"Perkins, Jack",ATH,SI,-0.0028661710633681842,19,99.4
"Perkins, Jack",ATH,SL,0.010512573993764818,6,101.0
"Perkins, Jack",ATH,ST,0.008014503486129566,268,102.5
"Petersen, Michael",MIA,CH,0.007509612843836964,76,105.2
"Petersen, Michael",MIA,FF,0.000291928912967828,356,102.3
"Petersen, Michael",MIA,SL,0.007062129077425449,159,104.8
"Peterson, David",CHC,CH,0.0031246247950052334,11,100.4
"Peterson, David",CHC,CU,0.00502143643097952,4,100.3
"Peterson, David",CHC,FF,-0.004777728563307652,21,98.4
"Peterson, David",CHC,SI,-0.0036722413857378775,21,99.0
"Peterson, David",CHC,SL,0.004238368152679565,12,100.1
"Peterson, David",NYM,CH,-0.0005658231836612571,127,98.7
"Peterson, David",NYM,CU,0.0006061186688559047,146,97.5
"Peterson, David",NYM,FF,-0.008326912207402797,269,87.2
"Peterson, David",NYM,SI,-0.0031734042152594256,315,96.6
"Peterson, David",NYM,SL,0.0032781508641733944,278,98.5
"Petty, Chase",CIN,CH,-0.004408718598925689,72,96.2
"Petty, Chase",CIN,FF,0.0023650442652918477,150,104.7
"Petty, Chase",CIN,SL,0.0023892737204906076,42,98.7
"Petty, Chase",CIN,ST,0.010095357674496578,48,102.8
"Pfaadt, Brandon",ARI,CH,0.00044828472654343286,72,99.8
"Pfaadt, Brandon",ARI,CU,0.0031921787885949016,119,101.3
"Pfaadt, Brandon",ARI,FC,-0.0015824333517726204,88,99.1
"Pfaadt, Brandon",ARI,FF,-0.0007169360869151968,124,100.3
"Pfaadt, Brandon",ARI,SI,-0.0013826441346781663,142,100.0
"Pfaadt, Brandon",ARI,ST,0.01055686877129579,91,104.6
"Phillips, Connor",CIN,CU,0.0004127679858356714,16,99.3
"Phillips, Connor",CIN,FF,0.0012728160025194245,266,103.8
"Phillips, Connor",CIN,ST,0.011086251848056814,263,108.0
"Phillips, Tyler",MIA,CU,0.005102779524126423,175,104.6
"Phillips, Tyler",MIA,FF,-0.006710841374220572,95,93.3
"Phillips, Tyler",MIA,FS,0.002693374540545065,249,101.4
"Phillips, Tyler",MIA,SI,-0.00634789801152334,264,91.1
"Phillips, Tyler",MIA,SL,0.0007048101914632651,9,99.3
"Phillips, Tyler",MIA,ST,0.007032343892281464,253,100.7
"Pintaro, Jonathan",NYM,CH,-0.004543618402049805,13,98.9
"Pintaro, Jonathan",NYM,FC,0.004286483257258298,106,106.8
"Pintaro, Jonathan",NYM,FF,0.007013738210148671,17,102.8
"Pintaro, Jonathan",NYM,SI,0.0007515774265377094,46,101.6
"Pintaro, Jonathan",NYM,ST,-0.00568904698593542,16,95.8
"Pivetta, Nick",SDP,CU,0.0005114958560807282,50,98.5
"Pivetta, Nick",SDP,FC,-0.00026936832703007704,29,100.3
"Pivetta, Nick",SDP,FF,0.0014277777888862476,163,103.5
"Pivetta, Nick",SDP,SI,-0.00506407575448975,4,99.6
"Pivetta, Nick",SDP,SL,0.007532888324931264,2,100.2
"Pivetta, Nick",SDP,ST,0.007883516102862944,35,100.8
"Pomeranz, Drew",LAA,CU,0.0010314154316438363,100,98.4
"Pomeranz, Drew",LAA,FF,0.003789073008469448,276,108.3
"Ponce, Cody",TOR,CH,0.0008240701815035815,12,100.0
"Ponce, Cody",TOR,CU,-0.0005516513095547756,6,99.6
"Ponce, Cody",TOR,FF,-0.006867058497543137,12,98.5
"Ponce, Cody",TOR,SL,-0.011605658965623555,17,94.1
"Pop, Zach",PHI,FF,-0.008114223252050579,13,98.0
"Pop, Zach",PHI,SI,0.0003926572107957327,73,101.8
"Pop, Zach",PHI,SL,0.0058695140960480785,32,101.1
"Poulin, PJ",WSH,CH,-0.0034712473813452165,71,96.9
"Poulin, PJ",WSH,FF,-0.0035676838876736445,179,96.0
"Poulin, PJ",WSH,SI,-0.007745693411727292,123,91.3
"Poulin, PJ",WSH,ST,0.0010600517308366852,202,90.9
"Povich, Cade",BAL,CH,0.007276055958265295,26,102.4
"Povich, Cade",BAL,CU,-0.009004995745456561,69,88.3
"Povich, Cade",BAL,FC,-0.003187411565187515,51,97.9
"Povich, Cade",BAL,FF,0.0012955016707285093,130,103.0
"Povich, Cade",BAL,SI,-0.007598490371102733,28,96.6
"Prielipp, Connor",MIN,CH,-0.00018479301892828357,138,99.1
"Prielipp, Connor",MIN,CU,-0.00014236445432692427,187,96.0
"Prielipp, Connor",MIN,FF,-0.004085248518945249,323,94.3
"Prielipp, Connor",MIN,SI,-0.00784971844028388,107,91.7
"Prielipp, Connor",MIN,SL,0.00406374409836122,317,100.0
"Pushard, Matt",STL,CH,0.0033915446450312934,9,100.4
"Pushard, Matt",STL,FC,0.0028098530722043226,26,101.9
"Pushard, Matt",STL,FF,-0.0022207224159501494,55,98.9
"Pushard, Matt",STL,ST,-0.004358807426447479,13,96.9
"Pushard, Matt",STL,SV,0.0006826412727070205,17,98.1
"Pérez, Cionel",NYM,CU,0.002426662938281273,12,100.0
"Pérez, Cionel",NYM,FF,-0.00171445935228059,44,99.4
"Pérez, Cionel",NYM,SI,0.0007265657701186444,95,102.5
"Pérez, Cionel",NYM,ST,0.006867664158988269,94,100.3
"Pérez, Cionel",WSH,CU,-0.001474978422059572,97,95.3
"Pérez, Cionel",WSH,FF,-0.007834387249423688,58,94.0
"Pérez, Cionel",WSH,SI,-0.0019427999500364352,65,99.4
"Pérez, Cionel",WSH,ST,0.006842333970039531,54,100.2
"Pérez, Eury",MIA,CH,-0.004087935910363393,126,95.2
"Pérez, Eury",MIA,CU,0.0022422100864531156,71,100.0
"Pérez, Eury",MIA,FF,0.009439159814775855,578,121.1
"Pérez, Eury",MIA,SI,-0.0033240544625534963,81,97.8
"Pérez, Eury",MIA,SL,0.0073403980727224346,175,105.5
"Pérez, Eury",MIA,ST,0.009685162823596919,185,104.9
"Pérez, Martín",ATL,CH,-0.002413766033836225,377,95.6
"Pérez, Martín",ATL,FC,-0.004201055686755116,276,93.6
"Pérez, Martín",ATL,FF,-0.004310197097683241,66,96.8
"Pérez, Martín",ATL,SI,3.9175366729576526e-05,385,102.8
"Pérez, Martín",ATL,SL,-0.0006032228142214423,101,93.9
"Quantrill, Cal",TEX,CU,0.0017946410841362264,26,99.8
"Quantrill, Cal",TEX,FC,-0.005009862805388327,184,93.0
"Quantrill, Cal",TEX,FF,-0.0023102974351163824,111,98.3
"Quantrill, Cal",TEX,FS,-0.00906699266338632,102,90.3
"Quantrill, Cal",TEX,SI,-0.0030613505625696254,164,97.4
"Quintana, Jose",COL,CH,-0.0018296872088083343,144,97.3
"Quintana, Jose",COL,CU,0.00036319300859158327,109,97.5
"Quintana, Jose",COL,FF,-0.0037164170031822926,202,95.6
"Quintana, Jose",COL,SI,-0.00850474738073709,134,89.9
"Quintana, Jose",COL,SL,-0.004550351518494273,95,89.1
"Ragans, Cole",KCR,CH,0.001081132423132658,105,100.3
"Ragans, Cole",KCR,CU,0.0002820948212266322,54,98.2
"Ragans, Cole",KCR,FC,-0.000688002684414228,44,100.1
"Ragans, Cole",KCR,FF,-0.001233780213736823,356,99.4
"Ragans, Cole",KCR,SL,-0.0009495082257282254,77,94.3
"Rajcic, Max",STL,CH,-0.004674325624364428,16,98.7
"Rajcic, Max",STL,CU,0.008293902881525676,34,103.9
"Rajcic, Max",STL,FF,-0.008889458586336645,58,93.0
"Rajcic, Max",STL,SI,0.004331673058914021,4,100.5
"Rajcic, Max",STL,SL,0.0032696358440651757,7,99.9
"Rajcic, Max",STL,ST,0.011284749116748571,10,101.0
"Raley, Brooks",NYM,CH,-0.008777721920826783,63,93.4
"Raley, Brooks",NYM,FC,-0.0015895839697595176,130,98.9
"Raley, Brooks",NYM,SI,-0.008473924795323131,112,90.8
"Raley, Brooks",NYM,ST,0.0019443804570376717,210,92.2
"Ramos, Wilkin",SFG,CU,0.0005312692373991013,9,99.6
"Ramos, Wilkin",SFG,FF,-0.002092933233749742,12,99.7
"Ramos, Wilkin",SFG,SI,-0.0038816431297163945,40,98.2
"Ramírez, Yohan",PIT,CH,0.008946990128606558,2,100.3
"Ramírez, Yohan",PIT,FF,0.003907952378727741,199,107.7
"Ramírez, Yohan",PIT,SI,0.003640609180962123,186,108.0
"Ramírez, Yohan",PIT,ST,0.009492883606984479,277,105.2
"Ramírez, Yohan",PIT,SV,0.0031109912862377362,117,97.3
"Rangel, Alan",PHI,CH,0.004474858870870728,95,103.3
"Rangel, Alan",PHI,CU,0.010832196340561494,40,106.2
"Rangel, Alan",PHI,FF,-0.0019167939038500965,96,98.9
"Rangel, Alan",PHI,SL,0.009259497847718496,45,104.2
"Raquet, Nick",BAL,FC,-0.05118562653660774,2,97.4
"Raquet, Nick",BAL,SI,0.003458394893481026,17,101.7
"Raquet, Nick",BAL,SL,0.003879870744034027,18,99.9
"Raquet, Nick",BAL,ST,0.007434603911220889,27,100.4
"Rashi, Taylor",ARI,CU,0.002199677207196752,9,100.0
"Rashi, Taylor",ARI,FF,0.001627936659912978,14,100.8
"Rashi, Taylor",ARI,FS,0.006039979460183531,8,100.6
"Rashi, Taylor",ARI,SL,0.009037628254321004,14,101.6
"Rasmussen, Drew",TBR,CH,0.008821393431554246,166,109.0
"Rasmussen, Drew",TBR,CU,0.0010881022851338326,56,98.9
"Rasmussen, Drew",TBR,FC,0.009516891591812493,324,120.5
"Rasmussen, Drew",TBR,FF,0.002640976422881476,356,106.7
"Rasmussen, Drew",TBR,SI,0.006347948308035011,292,114.2
"Rasmussen, Drew",TBR,SL,0.00737739014463538,96,104.2
"Rasmussen, Drew",TBR,ST,0.010579184335074387,40,102.8
"Ray, Robbie",SFG,CH,-0.0016704065297437195,272,96.9
"Ray, Robbie",SFG,CU,-0.0049670922234672475,129,89.6
"Ray, Robbie",SFG,FC,-0.0005187272406394848,22,100.1
"Ray, Robbie",SFG,FF,-0.0011695632879597229,632,99.5
"Ray, Robbie",SFG,SI,-0.004284932685929259,144,95.8
"Ray, Robbie",SFG,SL,-0.004363781362585809,408,82.4
"Ray, Robbie",SFG,ST,-0.0034396461976159897,14,97.0
"Raya, Marco",MIN,CH,0.0010426772163814998,14,100.1
"Raya, Marco",MIN,CU,0.009017126634716988,7,101.1
"Raya, Marco",MIN,FF,-0.005981393791174654,27,97.4
"Raya, Marco",MIN,ST,0.006481856302878655,17,100.0
"Rea, Colin",CHC,CH,0.005086938389533041,265,105.7
"Rea, Colin",CHC,CU,0.004837011118463517,74,102.8
"Rea, Colin",CHC,FC,0.0054225428180211315,91,107.7
"Rea, Colin",CHC,FF,-0.001380744750743664,660,99.1
"Rea, Colin",CHC,SI,-0.004253564316199699,97,96.5
"Rea, Colin",CHC,SL,0.0030666974802173812,162,98.4
"Rea, Colin",CHC,ST,0.010689610633348553,136,105.8
"Ribalta, Orlando",WSH,CH,-0.0042054152511775975,54,96.9
"Ribalta, Orlando",WSH,FF,0.00210830689384602,125,104.0
"Ribalta, Orlando",WSH,SI,-0.003521266804539685,86,97.5
"Ribalta, Orlando",WSH,SL,0.0020799205281317556,162,96.8
"Richards, Trevor",CWS,CH,-0.000150001124145084,113,99.2
"Richards, Trevor",CWS,FF,-0.0010248131155511282,227,99.9
"Richards, Trevor",CWS,SL,-0.0034273183283706505,30,95.5
"Richards, Trevor",PHI,CH,-0.0014582900039386004,22,99.3
"Richards, Trevor",PHI,FF,0.007053968045820898,47,106.1
"Richardson, Lyon",CIN,CH,-0.0027701162810747824,15,99.2
"Richardson, Lyon",CIN,FF,0.0011852135066874325,8,100.4
"Richardson, Lyon",CIN,SI,-0.0019078401722557221,12,99.9
"Richardson, Lyon",CIN,SL,-0.003275872984280189,6,98.9
"Ritchie, JR",ATL,CH,0.004559691806896422,132,103.9
"Ritchie, JR",ATL,CU,0.00412278051172117,175,103.0
"Ritchie, JR",ATL,FC,-0.0038073947328030044,64,97.0
"Ritchie, JR",ATL,FF,0.0015465328802343316,144,103.5
"Ritchie, JR",ATL,SI,-0.0016089316877911388,127,99.7
"Ritchie, JR",ATL,SL,0.006506228580452872,68,102.6
"Rivera, Eduardo",BOS,FF,-0.006132033114941545,28,97.3
"Rivera, Eduardo",BOS,FS,-0.0007124793482944369,4,99.8
"Rivera, Eduardo",BOS,SL,0.00695981160323653,9,100.6
"Roa, Christian",HOU,CH,0.005113889629553471,14,101.0
"Roa, Christian",HOU,FF,-0.008255347648214824,44,94.7
"Roa, Christian",HOU,SI,-0.0013328603343889598,58,100.0
"Roa, Christian",HOU,SL,0.006860220831097855,62,102.8
"Roberts, Ethan",CHC,FF,0.0031683266975700724,196,106.5
"Roberts, Ethan",CHC,SI,-0.005382952254210619,71,95.9
"Roberts, Ethan",CHC,ST,0.007459603910178259,167,101.3
"Rock, Joe",CWS,CH,-0.006351611959481878,7,99.2
"Rock, Joe",CWS,FF,-0.006136312636574455,91,94.1
"Rock, Joe",CWS,SI,-0.0008581899731468997,19,100.2
"Rock, Joe",CWS,SL,0.004273271725237878,66,100.2
"Rocker, Kumar",TEX,CH,-0.008562726722297498,80,92.6
"Rocker, Kumar",TEX,FC,-0.004187960322194747,170,94.5
"Rocker, Kumar",TEX,FF,-0.00966596116281093,141,87.8
"Rocker, Kumar",TEX,SI,-0.0047273567924420844,437,93.3
"Rocker, Kumar",TEX,SL,-0.0011025314063335262,516,88.7
"Rodriguez, Bradgley",SDP,CH,0.008248294774808608,230,109.4
"Rodriguez, Bradgley",SDP,FF,0.0039805805024138675,121,106.4
"Rodriguez, Bradgley",SDP,SI,0.002291859706706388,151,105.4
"Rodriguez, Bradgley",SDP,SL,0.010282505600203183,42,104.8
"Rodriguez, Carlos",MIL,CH,-0.0036243995331894994,67,96.9
"Rodriguez, Carlos",MIL,CU,-0.007863008417189121,2,99.5
"Rodriguez, Carlos",MIL,FC,-0.0039045176464260665,49,97.4
"Rodriguez, Carlos",MIL,FF,-0.00625925040679119,49,95.8
"Rodriguez, Carlos",MIL,ST,0.002565878489986062,15,98.7
"Rodriguez, Eduardo",ARI,CH,0.002748252822146559,436,103.0
"Rodriguez, Eduardo",ARI,CU,0.003934634205599216,197,102.8
"Rodriguez, Eduardo",ARI,FC,-0.004603020904569618,202,93.5
"Rodriguez, Eduardo",ARI,FF,-0.0072430797756149355,637,87.0
"Rodriguez, Eduardo",ARI,SI,-0.008447142874501878,125,90.3
"Rodriguez, Grayson",LAA,CH,-0.00047819209222715083,98,98.9
"Rodriguez, Grayson",LAA,CU,0.0015078992862702133,78,99.1
"Rodriguez, Grayson",LAA,FF,0.0015639434918791298,263,104.3
"Rodriguez, Grayson",LAA,SL,0.0065111251616919484,54,102.2
"Rodríguez, Elmer",NYY,CU,0.0035551000177731803,29,100.7
"Rodríguez, Elmer",NYY,FC,-0.00030140041053527966,4,100.1
"Rodríguez, Elmer",NYY,FF,-0.0054985285297494985,68,95.6
"Rodríguez, Elmer",NYY,FS,-0.0015197406061023713,31,98.7
"Rodríguez, Elmer",NYY,SI,-0.0002422573346766307,133,101.6
"Rodríguez, Elmer",NYY,SL,-0.06432492285966873,1,98.2
"Rodríguez, Elmer",NYY,ST,0.007529427622032996,52,100.8
"Rodríguez, Yariel",TOR,FF,-0.004345078383838492,35,97.9
"Rodríguez, Yariel",TOR,FS,0.0062502051961408666,42,102.5
"Rodríguez, Yariel",TOR,SI,0.0032520455942075285,27,102.4
"Rodríguez, Yariel",TOR,SL,0.006717309148584986,68,102.8
"Rodón, Carlos",NYY,CH,0.000274694811682715,129,99.6
"Rodón, Carlos",NYY,CU,-0.00555185957152086,12,97.9
"Rodón, Carlos",NYY,FF,-0.002111478330598054,366,97.8
"Rodón, Carlos",NYY,SI,-0.007427420183499265,118,91.9
"Rodón, Carlos",NYY,SL,0.0013685040724132956,202,95.3
"Rogers, Taylor",MIN,FC,-0.004148831522971228,84,96.1
"Rogers, Taylor",MIN,SI,-0.003049325992185736,205,97.2
"Rogers, Taylor",MIN,ST,0.009751097551312683,276,105.7
"Rogers, Trevor",BAL,FF,3.4480686992256e-05,568,102.0
"Rogers, Trevor",BAL,FS,0.0038154620490300434,292,103.0
"Rogers, Trevor",BAL,SI,-0.003150986634261925,151,97.4
"Rogers, Trevor",BAL,SL,0.003660271490391876,175,99.3
"Rogers, Trevor",BAL,ST,0.002003422287853333,119,93.9
"Rogers, Tyler",TOR,SI,0.010017758276383341,452,123.0
"Rogers, Tyler",TOR,ST,0.017426485658306914,131,115.0
"Rojas, Kendry",MIN,CH,0.0029912313551429415,46,101.3
"Rojas, Kendry",MIN,FF,-0.002453960210189998,113,98.1
"Rojas, Kendry",MIN,SI,-0.010016356249252567,38,94.1
"Rojas, Kendry",MIN,SL,0.0020060180344444235,80,97.6
"Rolison, Ryan",CHC,CH,-0.002552369454254707,6,99.7
"Rolison, Ryan",CHC,CU,0.0031504607461448316,84,101.0
"Rolison, Ryan",CHC,FF,-0.00814856306652229,205,88.5
"Rolison, Ryan",CHC,SI,-0.004341803386341781,20,98.8
"Rolison, Ryan",CHC,SL,0.00605711287568303,92,102.5
"Rolison, Ryan",CHC,ST,0.0047790735603912785,51,98.5
"Rom, Drew",MIL,FF,-0.006047847824233673,68,95.1
"Rom, Drew",MIL,FS,-0.01951011607889086,4,98.5
"Rom, Drew",MIL,SI,-0.02322354242342579,17,92.2
"Rom, Drew",MIL,SV,-0.005235008863725371,17,95.4
"Romano, Jordan",LAA,FF,-0.00447611516032571,94,95.9
"Romano, Jordan",LAA,FS,-0.0012731169635016057,9,99.6
"Romano, Jordan",LAA,SL,0.00626276979751259,89,102.7
"Romero, JoJo",STL,FF,-0.003781421963746349,12,99.3
"Romero, JoJo",STL,FS,-0.004254278400107329,112,94.4
"Romero, JoJo",STL,SI,-0.0033877339204204018,276,96.4
"Romero, JoJo",STL,ST,0.008735390226288943,232,103.6
"Ross, Joe",ARI,FC,0.00027373250648249977,18,100.4
"Ross, Joe",ARI,FF,-0.009807217279628206,13,97.6
"Ross, Joe",ARI,FS,-0.01542463127631121,26,93.6
"Ross, Joe",ARI,SI,-0.004505589659161428,34,98.0
"Ross, Joe",TEX,FC,0.0025713547138588094,41,102.6
"Ross, Joe",TEX,FF,-0.008556281877515306,28,96.0
"Ross, Joe",TEX,FS,-0.009522367338649928,15,97.4
"Ross, Joe",TEX,SI,-0.0025097947160247712,15,99.6
"Ross, Joe",TEX,SL,0.001593210947108813,13,99.3
"Roupp, Landen",SFG,CH,-0.0006335522102129359,325,98.1
"Roupp, Landen",SFG,FC,0.004947543364013642,217,110.2
"Roupp, Landen",SFG,FF,-0.01486596317860988,70,86.3
"Roupp, Landen",SFG,SI,-0.003122189416602368,588,96.3
"Roupp, Landen",SFG,SV,0.004388996743593317,432,99.3
"Roycroft, Chris",STL,FF,-0.005053511855401345,34,97.5
"Roycroft, Chris",STL,SI,0.00419446201638819,67,105.5
"Roycroft, Chris",STL,SL,-0.0005657805543309316,39,96.6
"Roycroft, Chris",STL,ST,0.011731498659803318,13,101.4
"Rucker, Michael",SEA,CH,-0.009367686696350574,1,99.8
"Rucker, Michael",SEA,CU,0.0024031008985575014,41,100.1
"Rucker, Michael",SEA,FC,0.0024812059360556304,20,101.4
"Rucker, Michael",SEA,FF,0.0014015720204042736,40,101.6
"Rucker, Michael",SEA,SI,-0.004311233143588262,14,99.1
"Rucker, Michael",SEA,SL,0.005854042925680655,7,100.3
"Rutledge, Jackson",WSH,FC,-0.009322068627807312,20,96.3
"Rutledge, Jackson",WSH,FS,-0.027007365536216337,12,94.4
"Rutledge, Jackson",WSH,SI,-0.003709326992975548,12,99.4
"Ryan, Joe",MIN,CU,-9.339156101640056e-05,190,96.1
"Ryan, Joe",MIN,FF,0.005135518871556972,733,112.7
"Ryan, Joe",MIN,FS,-0.00863854930094819,171,88.3
"Ryan, Joe",MIN,SI,-0.0025283397526840823,180,98.2
"Ryan, Joe",MIN,SL,0.0019222604409610089,111,97.1
"Ryan, Joe",MIN,ST,0.008501196059709108,231,103.2
"Ríos, Yacksel",CHC,FF,0.009222423757559486,7,101.6
"Ríos, Yacksel",CHC,FS,-0.005205361871048808,2,99.8
"Ríos, Yacksel",CHC,SI,0.014539013927181562,3,101.1
"Ríos, Yacksel",CHC,SL,0.007539744488894939,1,100.1
"Sabrowski, Erik",CLE,CU,-0.003909157888431635,91,92.5
"Sabrowski, Erik",CLE,FF,-0.0016821797126009236,294,98.7
"Sabrowski, Erik",CLE,SL,-0.0016783593349497426,55,94.7
"Sale, Chris",ATL,CH,-0.002558912988631578,169,96.3
"Sale, Chris",ATL,FF,0.0026051095008404325,581,107.2
"Sale, Chris",ATL,SI,0.0050097581717359315,118,108.5
"Sale, Chris",ATL,ST,0.006728337205950147,574,100.2
"Samaniego, Tyler",BOS,CH,-0.004755125230938,19,98.4
"Samaniego, Tyler",BOS,FC,0.00023231101219304642,24,100.5
"Samaniego, Tyler",BOS,FF,-0.004051689327167262,87,96.5
"Samaniego, Tyler",BOS,SI,-0.002957072709799081,126,97.8
"Samaniego, Tyler",BOS,ST,0.0023219047845863127,58,96.1
"Sanders, Cam",PIT,CH,0.0038545206002891064,25,101.1
"Sanders, Cam",PIT,FF,-0.0023827370788912167,69,98.6
"Sanders, Cam",PIT,SI,0.00923332801487829,7,101.7
"Sanders, Cam",PIT,SL,0.003323541754980397,64,99.3
"Sandlin, David",CWS,CU,0.003440774336013419,86,101.4
"Sandlin, David",CWS,FC,0.003062900822745481,48,103.3
"Sandlin, David",CWS,FF,-0.0009548559108159614,111,100.0
"Sandlin, David",CWS,FS,-0.0029410029773747452,19,98.7
"Sandlin, David",CWS,SI,-0.016271908149334463,27,92.2
"Sandlin, David",CWS,SL,0.0018803548067808152,5,99.7
"Sandlin, David",CWS,ST,0.004103527883725131,17,99.1
"Sandlin, Nick",LAA,FF,0.003081525311521862,23,101.8
"Sandlin, Nick",LAA,FS,-0.005980701715137961,37,96.3
"Sandlin, Nick",LAA,SI,-0.010005965566961095,12,97.7
"Sandlin, Nick",LAA,ST,0.008956738062218339,85,102.6
"Sands, Cole",MIN,FC,-0.001372476305815243,44,99.6
"Sands, Cole",MIN,FF,-0.0026269907986050025,71,98.3
"Sands, Cole",MIN,FS,0.0023395760737392785,28,100.3
"Sands, Cole",MIN,SI,0.00028851733493086485,14,100.5
"Sands, Cole",MIN,ST,0.0054326399210064364,24,99.4
"Sanmartin, Reiver",SFG,CH,-0.007753737641451153,16,97.9
"Sanmartin, Reiver",SFG,FF,-0.0074494387954473495,7,99.0
"Sanmartin, Reiver",SFG,SI,-0.0019483991241681256,21,99.8
"Sanmartin, Reiver",SFG,SL,0.002577426206484875,17,99.4
"Santa, Alimber",HOU,FF,0.0023722112035522093,13,100.9
"Santa, Alimber",HOU,SI,-0.007497334766196131,42,95.5
"Santa, Alimber",HOU,SL,0.002092109411023557,61,98.1
"Santa, Alimber",HOU,ST,0.00843655453354586,64,101.7
"Santana, Dennis",PIT,CH,-0.0012856443998356078,92,98.3
"Santana, Dennis",PIT,FC,-0.005934985856414599,43,96.0
"Santana, Dennis",PIT,FF,-0.0036015623310490944,202,95.8
"Santana, Dennis",PIT,SI,-0.001749607570609282,57,99.7
"Santana, Dennis",PIT,SL,0.003421075520377908,206,98.9
"Santillan, Tony",CIN,FF,-0.00020758309282119114,321,101.3
"Santillan, Tony",CIN,SV,0.001545102715753361,177,93.6
"Santos, Gregory",SFG,CH,0.00024707629927434027,1,100.0
"Santos, Gregory",SFG,FF,-0.0014953360304288152,18,99.8
"Santos, Gregory",SFG,SI,0.0020958206391103727,23,101.6
