pitcher,team,pitch_type,rawmean,n,stuff_mean
"Ureña, Walbert",LAA,ST,0.007267375578521751,11,100.2
"Uribe, Abner",MIL,FF,-0.0030368678271770477,2,99.9
"Uribe, Abner",MIL,SI,-0.0015893291257788615,325,99.6
"Uribe, Abner",MIL,ST,0.008129687958246316,170,102.3
"Urquidy, José",PIT,CH,0.013928083487127612,41,106.9
"Urquidy, José",PIT,CU,0.0011685444400287592,13,99.7
"Urquidy, José",PIT,FF,0.005614665549083222,31,103.7
"Urquidy, José",PIT,SI,-0.002554054149961168,27,99.4
"Urquidy, José",PIT,ST,0.007059548417792509,19,100.2
"Valdez, Framber",DET,CH,0.0009250686357690823,316,100.3
"Valdez, Framber",DET,CU,0.004992234919093474,441,105.7
"Valdez, Framber",DET,FF,-0.013381637040765781,32,92.8
"Valdez, Framber",DET,SI,-0.0020105204037030315,735,98.6
"Valdez, Framber",DET,SL,0.001818986248034774,71,97.6
"VanWey, Logan",HOU,CH,0.0013011536248086486,8,100.1
"VanWey, Logan",HOU,FC,0.008027318865060806,1,100.2
"VanWey, Logan",HOU,FF,0.002838984315167181,40,102.6
"VanWey, Logan",HOU,SI,-0.0037331467804809413,3,99.8
"VanWey, Logan",HOU,ST,0.00980195072978469,28,101.7
"Vanasco, Ricky",DET,CU,-0.00517821077329035,39,94.7
"Vanasco, Ricky",DET,FF,-0.0005554097204071166,86,100.4
"Vanasco, Ricky",DET,FS,0.007403033024853688,44,103.2
"Varland, Gus",WSH,CH,-0.0064352422162371045,13,98.5
"Varland, Gus",WSH,FF,0.000831066177703613,318,103.2
"Varland, Gus",WSH,SL,0.003502638831298502,217,99.0
"Varland, Louis",TOR,CH,0.005700182333715598,121,104.9
"Varland, Louis",TOR,CU,0.007104907361101884,213,108.4
"Varland, Louis",TOR,FF,0.005503926797682652,300,111.5
"Varland, Louis",TOR,SI,-0.0015401153747613232,24,99.9
"Varland, Louis",TOR,SL,0.01036976085963419,66,106.5
"Velasquez, Vince",CHC,CH,0.0033524823375046253,2,100.1
"Velasquez, Vince",CHC,CU,-0.0036789675609075595,7,99.0
"Velasquez, Vince",CHC,FC,0.0039772897434886545,8,100.9
"Velasquez, Vince",CHC,FF,-0.0016054026104525706,22,99.7
"Velasquez, Vince",CHC,SI,0.003957640845328569,1,100.1
"Velasquez, Vince",CHC,ST,0.009768227115273476,3,100.2
"Verlander, Justin",DET,CH,0.0030488286283798516,8,100.3
"Verlander, Justin",DET,CU,-0.006502469486024763,14,97.3
"Verlander, Justin",DET,FC,-0.0030429577850141372,22,99.0
"Verlander, Justin",DET,FF,-0.005916832220571129,34,97.0
"Verlander, Justin",DET,ST,0.001240751938894391,2,99.7
"Vesia, Alex",LAD,CH,-0.0005586145428399479,74,99.0
"Vesia, Alex",LAD,FF,0.010279729256428408,286,119.8
"Vesia, Alex",LAD,SL,0.005212504698013004,172,101.9
"Vest, Will",DET,CH,0.013032265785484385,54,107.7
"Vest, Will",DET,FF,0.00039775097503420126,214,102.2
"Vest, Will",DET,SI,0.006584668199066073,75,108.4
"Vest, Will",DET,SL,0.008174876926308831,140,106.3
"Vodnik, Victor",COL,CH,0.0008771028694284793,78,100.1
"Vodnik, Victor",COL,FC,0.008080079879922172,12,102.5
"Vodnik, Victor",COL,FF,0.0013809467788756728,213,103.8
"Vodnik, Victor",COL,SI,0.005677403358276933,17,102.5
"Vodnik, Victor",COL,SL,0.006469934551190084,119,103.4
"Voth, Austin",MIN,CU,0.0021322217304259538,10,100.0
"Voth, Austin",MIN,FC,-0.0006312702272831908,24,100.1
"Voth, Austin",MIN,FF,0.00042177645705773363,28,100.7
"Voth, Austin",MIN,FS,-0.015260532149113715,4,98.8
"Voth, Austin",MIN,SI,-0.0036779979180375285,11,99.4
"Voth, Austin",MIN,ST,0.006427273723315203,19,99.9
"Voth, Austin",TOR,CU,-0.0020753789479689053,24,97.9
"Voth, Austin",TOR,FC,0.001689929805892192,27,101.4
"Voth, Austin",TOR,FF,-0.007971369152612708,27,96.4
"Voth, Austin",TOR,FS,0.0029000313370488584,4,100.1
"Voth, Austin",TOR,SI,-0.013261586795124458,16,96.0
"Voth, Austin",TOR,ST,0.00686325437189745,21,100.1
"Vásquez, Randy",SDP,CH,-0.0006617488224869275,117,98.7
"Vásquez, Randy",SDP,FC,0.002187272282817476,343,106.0
"Vásquez, Randy",SDP,FF,-0.002710293099076285,470,96.5
"Vásquez, Randy",SDP,SI,-0.0016434164074048355,172,99.6
"Vásquez, Randy",SDP,SL,0.009518994802254549,121,107.8
"Vásquez, Randy",SDP,SV,0.005035865092045592,208,100.8
"Wacha, Michael",KCR,CH,0.014852154370011663,358,119.8
"Wacha, Michael",KCR,CU,-0.0006837615201333595,161,95.4
"Wacha, Michael",KCR,FC,-0.0024077731475508936,267,97.0
"Wacha, Michael",KCR,FF,-0.004986034959390805,460,92.1
"Wacha, Michael",KCR,SI,-0.0009349274717533263,200,100.7
"Wacha, Michael",KCR,SL,0.0069429805954597645,122,104.1
"Waguespack, Jacob",DET,CH,0.011820739378099855,23,103.7
"Waguespack, Jacob",DET,CU,0.0063579033594578505,2,100.2
"Waguespack, Jacob",DET,FF,-0.0030152004397616295,59,98.2
"Waguespack, Jacob",DET,SL,0.006775124564355369,43,102.1
"Waldichuk, Ken",WSH,CH,-0.007412107195705175,2,99.7
"Waldichuk, Ken",WSH,FC,-0.007580245207881907,37,95.3
"Waldichuk, Ken",WSH,FF,-0.006698536365863164,49,95.5
"Waldichuk, Ken",WSH,ST,0.003340803632931593,61,97.0
"Waldrep, Hurston",ATL,CU,-0.004511107294820249,20,97.1
"Waldrep, Hurston",ATL,FC,-0.010545310332773901,23,95.3
"Waldrep, Hurston",ATL,FS,-0.002835443851918998,22,98.6
"Waldrep, Hurston",ATL,SI,-0.003959190205932828,56,97.7
"Waldrep, Hurston",ATL,SL,0.004671855969354511,10,100.1
"Waldron, Matt",SDP,FC,-0.002796194048382209,77,97.8
"Waldron, Matt",SDP,FF,-0.005568142301247765,84,95.0
"Waldron, Matt",SDP,SI,-0.003487907687403177,66,97.9
"Waldron, Matt",SDP,ST,0.010668468957338783,62,103.8
"Walker, Josh",BAL,CH,-0.005977572873234749,1,99.9
"Walker, Josh",BAL,FF,-0.004316355902410578,25,98.4
"Walker, Josh",BAL,SI,-0.0059047924553921735,26,97.7
"Walker, Josh",BAL,SL,0.0006046513527897852,56,96.8
"Walker, Ryan",SFG,FF,-0.004683083245254238,4,99.7
"Walker, Ryan",SFG,SI,-0.00022415280030899337,269,102.1
"Walker, Ryan",SFG,ST,0.011098808949642708,114,105.9
"Walker, Taijuan",PHI,CU,-0.005046442549582763,53,93.5
"Walker, Taijuan",PHI,FC,-0.002248344707357533,85,98.3
"Walker, Taijuan",PHI,FF,-0.012264704446041412,41,92.2
"Walker, Taijuan",PHI,FS,-4.777411610570967e-05,97,98.5
"Walker, Taijuan",PHI,SI,-0.008619264063095123,98,91.2
"Walker, Taijuan",PHI,SL,-0.0011035938266468293,50,95.5
"Wantz, Andrew",TBR,CH,-0.004483004100620747,2,99.8
"Wantz, Andrew",TBR,FC,0.004075715731067414,11,101.3
"Wantz, Andrew",TBR,FF,-0.004618245171427372,21,98.5
"Wantz, Andrew",TBR,SI,-0.002571339047370622,13,99.7
"Wantz, Andrew",TBR,ST,0.0033604946386601242,7,99.5
"Warren, Austin",NYM,CH,-0.002271848413511179,5,99.7
"Warren, Austin",NYM,CU,0.00018823267284325858,54,98.1
"Warren, Austin",NYM,FF,-0.0006258081444643773,89,100.3
"Warren, Austin",NYM,SI,0.001934138711297164,137,104.7
"Warren, Austin",NYM,SL,0.004319206229411066,8,100.1
"Warren, Austin",NYM,ST,0.007829380398100584,289,102.2
"Warren, Will",NYY,CH,0.005041825339257893,148,104.6
"Warren, Will",NYY,CU,-0.006576540447460265,46,92.9
"Warren, Will",NYY,FF,0.00015883164792323585,593,102.2
"Warren, Will",NYY,SI,-0.00089597427254211,415,100.9
"Warren, Will",NYY,ST,0.007308356383581603,299,101.3
"Watson, Ryan",BOS,CU,0.001898275387288818,111,99.5
"Watson, Ryan",BOS,FC,-0.0006552785245890996,193,100.3
"Watson, Ryan",BOS,FF,-0.0014403961593701072,166,99.3
"Watson, Ryan",BOS,FS,-0.014508024693350307,10,97.3
"Watson, Ryan",BOS,SI,-0.002123989708856183,122,99.0
"Watson, Ryan",BOS,ST,-0.0009288974244681165,173,88.3
"Way, Beck",KCR,CH,0.0034298021346330643,4,100.2
"Way, Beck",KCR,FF,-0.0065339975036740145,47,95.7
"Way, Beck",KCR,SI,0.001608058654793157,44,102.2
"Way, Beck",KCR,SL,0.008166842380086806,109,105.6
"Way, Beck",KCR,ST,0.015653252730511928,28,104.9
"Weathers, Ryan",NYY,CH,-0.0019351418226599493,312,96.4
"Weathers, Ryan",NYY,FF,-0.004510274577687549,379,93.3
"Weathers, Ryan",NYY,SI,-0.006281761901764592,268,91.2
"Weathers, Ryan",NYY,SL,0.00539273601352761,120,101.9
"Weathers, Ryan",NYY,ST,0.0030946544052981926,265,93.7
"Weaver, Luke",NYM,CH,0.007480596971882116,186,107.9
"Weaver, Luke",NYM,FC,0.0009080629862810511,71,101.9
"Weaver, Luke",NYM,FF,0.007098248494922992,265,113.9
"Weaver, Luke",NYM,SL,0.010456006042659283,1,100.2
"Webb, Jacob",CHC,CH,0.00033333698227152914,243,99.5
"Webb, Jacob",CHC,CU,-0.003718227537650488,44,95.3
"Webb, Jacob",CHC,FF,0.002846668871110988,317,106.9
"Webb, Jacob",CHC,SL,0.006450723344642029,32,101.5
"Webb, Jacob",CHC,ST,0.006219469361240044,25,99.8
"Webb, Logan",SFG,FC,-0.001767247628917505,149,98.6
"Webb, Logan",SFG,FF,-0.0011774185683407269,160,99.6
"Webb, Logan",SFG,FS,0.0017829181807479382,322,100.3
"Webb, Logan",SFG,SI,-0.002688637932315935,423,97.4
"Webb, Logan",SFG,ST,0.004808330433252547,258,96.8
"Weiss, Ryan",HOU,CH,0.006300287955570802,78,104.4
"Weiss, Ryan",HOU,CU,-0.0018750525572720695,17,98.5
"Weiss, Ryan",HOU,FF,-0.0011945859611415118,196,99.6
"Weiss, Ryan",HOU,SI,-0.007175877339114546,67,94.3
"Weiss, Ryan",HOU,ST,0.008253090553659794,172,102.5
"Weissert, Greg",BOS,CH,0.000575300453976747,49,99.9
"Weissert, Greg",BOS,CU,-0.0010889134072284731,9,99.3
"Weissert, Greg",BOS,FF,-0.001342152141007365,156,99.4
"Weissert, Greg",BOS,SI,2.157545222600213e-05,201,102.3
"Weissert, Greg",BOS,SL,0.004451794714507897,41,100.3
"Weissert, Greg",BOS,ST,0.016465223647439537,89,111.4
"Wells, Tyler",BAL,CH,0.0013357690049408337,134,100.6
"Wells, Tyler",BAL,CU,-0.003918776291862337,27,96.6
"Wells, Tyler",BAL,FC,-0.0035509764623881074,141,95.9
"Wells, Tyler",BAL,FF,-0.0036249273136026534,188,95.8
"Wells, Tyler",BAL,SL,0.0029637266393062116,120,98.4
"Weston, Cameron",BAL,FS,-0.002875938545912504,2,99.8
"Weston, Cameron",BAL,SI,-0.02238364690648658,7,96.6
"Weston, Cameron",BAL,SL,-0.007725260918959975,2,99.4
"Weston, Cameron",BAL,ST,-0.008066047448664904,6,98.0
"Wheeler, Zack",PHI,CU,-0.0009571302288566672,105,95.8
"Wheeler, Zack",PHI,FC,-0.006182328803270202,143,91.9
"Wheeler, Zack",PHI,FF,0.00493252473989524,447,111.4
"Wheeler, Zack",PHI,FS,-0.0031338291227029913,176,94.5
"Wheeler, Zack",PHI,SI,-0.002119963268538128,204,98.8
"Wheeler, Zack",PHI,ST,0.009399422472934736,178,104.4
"Whisenhunt, Carson",SFG,CH,0.005085887489699278,33,101.9
"Whisenhunt, Carson",SFG,FF,-0.005831921636854531,34,97.0
"Whisenhunt, Carson",SFG,SL,-0.0005814526213928022,18,98.2
"White, Josh",MIA,CU,0.009945930913090706,10,101.8
"White, Josh",MIA,FF,-0.005097747148035772,22,98.2
"White, Josh",MIA,FS,0.019427383318543434,2,100.6
"White, Josh",MIA,SL,0.005428370812700855,9,100.3
"Whitlock, Garrett",BOS,CH,0.004086215432162384,73,102.5
"Whitlock, Garrett",BOS,SI,-0.0009297503585946322,216,100.7
"Whitlock, Garrett",BOS,SL,0.006589756857248999,126,103.7
"Wicks, Jordan",CHC,CH,0.007225047071080874,51,103.9
"Wicks, Jordan",CHC,CU,0.004671136382967234,8,100.5
"Wicks, Jordan",CHC,FF,-0.0011219052730007536,69,99.8
"Wicks, Jordan",CHC,SI,0.0005919418317110588,15,100.6
"Wicks, Jordan",CHC,SL,0.0037628868077364233,36,99.8
"Wicks, Jordan",CHC,ST,0.017473440617322922,1,100.3
"Wilcox, Cole",SEA,CH,0.0061488698824848,19,101.6
"Wilcox, Cole",SEA,FF,-0.002768622978967897,66,98.3
"Wilcox, Cole",SEA,SI,-0.0007544907534875992,55,100.5
"Wilcox, Cole",SEA,SL,0.007590589549577357,85,104.2
"Wilcox, Cole",SEA,SV,0.009181159250632238,45,104.5
"Williams, Devin",NYM,CH,0.00766161213950694,254,108.9
"Williams, Devin",NYM,FC,-0.011260638129897416,5,98.7
"Williams, Devin",NYM,FF,0.004056116813939354,261,108.6
"Williams, Gavin",CLE,CU,0.005772906048590373,364,107.0
"Williams, Gavin",CLE,FC,-0.006331784466989726,150,91.5
"Williams, Gavin",CLE,FF,-0.0016268198708504703,350,98.7
"Williams, Gavin",CLE,SI,0.0006371862745389932,329,103.8
"Williams, Gavin",CLE,ST,0.009424902997935528,422,105.6
"Williamson, Brandon",CIN,CH,-0.010137249562950408,122,89.3
"Williamson, Brandon",CIN,CU,-0.004743404829493189,47,94.3
"Williamson, Brandon",CIN,FC,-0.003479764050224445,137,96.0
"Williamson, Brandon",CIN,FF,-0.006410291727563064,111,93.1
"Williamson, Brandon",CIN,SI,-0.0039496539090760055,50,97.9
"Williamson, Brandon",CIN,ST,0.0023457629208946053,51,96.5
"Wilson, Bryse",CHC,FC,0.007041552834076962,18,103.1
"Wilson, Bryse",CHC,FF,0.00390453014655837,14,101.4
"Wilson, Bryse",CHC,FS,-0.0018981366116680545,11,99.4
"Wilson, Bryse",CHC,SI,0.0021279212514248988,15,101.1
"Wilson, Bryse",CHC,ST,0.007371103693003533,3,100.1
"Wilson, Bryse",PHI,FC,0.004603422654327005,8,101.0
"Wilson, Bryse",PHI,FF,-0.005475565674714744,2,99.8
"Wilson, Bryse",PHI,FS,0.003650783619377762,4,100.1
"Wilson, Bryse",PHI,SI,0.009379405179060996,11,102.6
"Wilson, Bryse",PHI,ST,0.008040478685870767,4,100.1
"Winn, Cole",TEX,FC,-0.0024271395499363925,141,97.6
"Winn, Cole",TEX,FF,0.0022147222339635054,149,104.5
"Winn, Cole",TEX,FS,-0.0005959781439742074,60,98.5
"Winn, Cole",TEX,SI,-0.0001782617854097715,13,100.3
"Winn, Cole",TEX,SL,0.0026951393805027743,103,98.2
"Winn, Keaton",SFG,FF,-0.002241195530067281,112,98.4
"Winn, Keaton",SFG,FS,0.013137001769757663,213,114.3
"Winn, Keaton",SFG,SI,-0.000172184498202939,97,101.5
"Winn, Keaton",SFG,SL,0.004853051543856661,18,100.3
"Wolfram, Grant",BAL,CU,0.005131297704594379,55,102.6
"Wolfram, Grant",BAL,FF,-0.01138681044311704,86,88.5
"Wolfram, Grant",BAL,SI,-0.0012857054705472408,168,100.1
"Wolfram, Grant",BAL,SL,0.004669495029425572,46,100.5
"Wolfram, Grant",BAL,ST,0.004820839990148967,49,98.6
"Woo, Bryan",SEA,CH,-0.004959857380131522,92,95.1
"Woo, Bryan",SEA,FF,0.003162814434250141,724,108.6
"Woo, Bryan",SEA,SI,0.00021080869982776648,264,102.8
"Woo, Bryan",SEA,SL,0.00021214816594026416,217,93.1
"Woo, Bryan",SEA,ST,0.008149731818937663,191,102.5
"Woodford, Jake",MIL,FC,0.0007155417631656746,150,102.4
"Woodford, Jake",MIL,FF,-0.012832140503451227,5,98.7
"Woodford, Jake",MIL,FS,-0.004470290104809912,61,95.8
"Woodford, Jake",MIL,SI,0.0017622717684086335,117,104.2
"Woodford, Jake",MIL,SL,-0.0013499651868187357,7,99.1
"Woodford, Jake",MIL,ST,0.00417703716205627,60,97.8
"Woodruff, Brandon",MIL,CH,0.0027104343112513193,114,101.9
"Woodruff, Brandon",MIL,CU,-0.0028653135881401026,26,97.3
"Woodruff, Brandon",MIL,FC,-0.003053027693329988,65,97.7
"Woodruff, Brandon",MIL,FF,0.0011502195455438751,251,103.6
"Woodruff, Brandon",MIL,SI,-0.0019542191572622675,117,99.2
"Woodruff, Brandon",MIL,ST,0.0013867308385670184,5,99.4
"Woods Richardson, Simeon",MIN,CU,0.0005057036495682868,55,98.4
"Woods Richardson, Simeon",MIN,FF,-0.007313857206327763,375,88.0
"Woods Richardson, Simeon",MIN,FS,0.0020264056145413278,226,100.6
"Woods Richardson, Simeon",MIN,SL,0.000815852781490303,202,94.3
"Woods Richardson, Simeon",TOR,CU,0.0005755150192080213,19,99.3
"Woods Richardson, Simeon",TOR,FF,-0.008745734333050287,70,92.3
"Woods Richardson, Simeon",TOR,FS,-0.0018778381316224113,20,99.0
"Woods Richardson, Simeon",TOR,SL,0.003017936417686665,37,99.3
"Wrobleski, Justin",LAD,CU,-0.007667588278144901,83,88.5
"Wrobleski, Justin",LAD,FC,-0.014881950686685741,9,97.0
"Wrobleski, Justin",LAD,FF,0.0004839435114993082,673,102.9
"Wrobleski, Justin",LAD,FS,-0.005706510582688049,65,94.8
"Wrobleski, Justin",LAD,SI,-0.004847434204515763,86,96.0
"Wrobleski, Justin",LAD,SL,0.002567279291758364,407,96.9
"Wrobleski, Justin",LAD,ST,0.002929421397311671,16,98.8
"Yamamoto, Yoshinobu",LAD,CU,0.004599445168200966,196,103.9
"Yamamoto, Yoshinobu",LAD,FC,0.003714732744519653,206,107.9
"Yamamoto, Yoshinobu",LAD,FF,0.0009220753453209954,403,103.5
"Yamamoto, Yoshinobu",LAD,FS,0.005453700445859984,384,105.6
"Yamamoto, Yoshinobu",LAD,SI,-0.0007869026952605342,177,100.9
"Yamamoto, Yoshinobu",LAD,SL,0.012128354969769297,89,109.9
"Yarbrough, Ryan",NYY,CH,-0.00924137661089238,108,90.7
"Yarbrough, Ryan",NYY,FC,-0.00042827704584131476,149,100.6
"Yarbrough, Ryan",NYY,FF,-0.0003383055331284871,89,100.7
"Yarbrough, Ryan",NYY,SI,-0.004613299811275543,70,96.7
"Yarbrough, Ryan",NYY,ST,-0.002791822226728948,107,88.1
"Yates, Kirby",LAA,FF,-0.000832578942267778,185,100.2
"Yates, Kirby",LAA,FS,0.0034326146238582264,99,101.7
"Yates, Kirby",LAA,ST,-0.004374749498674646,5,98.7
"Yesavage, Trey",TOR,FF,-0.004335988399436696,497,93.3
"Yesavage, Trey",TOR,FS,0.01036971064468857,327,112.2
"Yesavage, Trey",TOR,SL,0.004301543622938154,258,100.5
"Yoho, Craig",MIL,CH,0.0067035709715647885,49,103.5
"Yoho, Craig",MIL,FC,-0.0013532793382182717,14,99.8
"Yoho, Craig",MIL,FF,0.0017299096623901277,40,101.8
"Yoho, Craig",MIL,SV,0.015200800262391567,1,100.3
"Young, Brandon",BAL,CU,0.0025268933258310094,131,100.4
"Young, Brandon",BAL,FF,0.0018524957022510015,466,105.5
"Young, Brandon",BAL,FS,0.001210358390574688,244,99.5
"Young, Brandon",BAL,SI,-0.0019604126190015322,142,99.1
"Young, Brandon",BAL,SL,-4.517316470069259e-05,162,93.4
"Zeferjahn, Ryan",LAA,CU,0.0019419468473643065,10,99.9
"Zeferjahn, Ryan",LAA,FF,1.4399982261038364e-06,218,101.5
"Zeferjahn, Ryan",LAA,SI,-0.004618680020153988,125,95.6
"Zeferjahn, Ryan",LAA,SL,0.008084843523748633,99,105.2
"Zeferjahn, Ryan",LAA,ST,0.011856302115919272,255,109.2
"Zerpa, Angel",MIL,FF,-0.007362778600178321,11,98.5
"Zerpa, Angel",MIL,FS,-0.015687423874624074,12,96.6
"Zerpa, Angel",MIL,SI,-0.0017808259095496346,148,99.4
"Zerpa, Angel",MIL,SL,0.002808997459942475,45,99.0
"Zuber, Tyler",MIA,FF,0.005446806066103426,51,105.1
"Zuber, Tyler",MIA,SI,-0.005413195351138711,10,99.1
"Zuber, Tyler",MIA,SL,0.0022167179461879036,30,98.9
"Zuber, Tyler",MIA,ST,0.00991192760968419,46,102.5
"deGrom, Jacob",TEX,CH,0.0008178745931757105,216,100.1
"deGrom, Jacob",TEX,FF,0.007396999631836384,652,117.2
"deGrom, Jacob",TEX,SI,0.005294988791103519,21,102.9
"deGrom, Jacob",TEX,SL,0.009438305381717905,546,111.9
"deGrom, Jacob",TEX,SV,0.005351324781534795,89,101.1
